"kmeans1","kmeans2"
1,1
0.6711,0.3479
1,0.6593
1,0.6409
0.6528,0.3611
1,0.6576
1,1
1,NA
1,NA
1,0.7091
0.6858,NA
0.7029,0
0.7124,0
0.3684,0.3684
1,0.3605
0.7127,0
0.6792,0.3656
1,1
1,0.6927
1,1
0.6646,0
0.6496,0
0.6928,0
1,0.6864
1,0.6619
1,0.3363
1,1
0.6578,0.6578
1,0.6761
1,1
1,1
1,NA
1,1
1,1
1,1
1,NA
1,0.6569
1,1
0.6735,0
1,0.6382
1,1
1,1
1,1
1,1
0.6616,0
1,NA
0.6592,0.3442
1,1
0.6533,NA
1,1
1,NA
0.6594,0.3373
1,0.6533
1,0.7225
1,0.6501
1,0.6899
0.6438,0.3406
1,NA
1,0.6955
1,0.6355
1,1
1,0.3514
1,1
0.6534,0
0.7107,0.7107
0.6807,NA
1,1
1,1
1,1
1,NA
1,1
0.7175,0
1,1
1,1
1,1
1,1
1,0.659
1,1
1,0.6791
1,1
1,0.6509
1,0.3726
1,1
1,0.6575
1,0.7167
0.6599,NA
1,NA
1,0.6879
1,1
1,0.714
1,NA
1,0.66
1,1
1,1
1,0.705
1,NA
1,0.6551
0.6774,0.6774
1,0.3642
0.6801,0.3424
1,1
1,1
1,0.6753
0.6831,0.3873
1,1
1,1
1,0.6709
1,1
1,1
1,1
1,0.7225
0.6845,0
1,0.6878
1,1
1,1
1,1
1,1
1,NA
1,NA
1,0.6684
1,0.6697
1,NA
0.6852,0
1,0.6839
1,0.3487
0.6588,0
0.6436,0
1,NA
1,0.6834
1,0.6414
1,0.6681
1,1
1,1
1,0.6894
1,1
1,1
1,1
0.6549,0
1,1
1,1
0.6732,0.3405
1,0.6627
1,0.6364
1,0.6708
1,0.6531
1,1
1,1
0.3512,0
1,NA
1,1
0.655,0.3352
1,0.698
1,1
1,0.6798
1,0.664
1,0.6707
0.6815,NA
1,NA
1,0.6615
1,0.5193
1,1
1,0.6715
0.6678,0.3518
1,1
1,1
1,0.362
1,0.6824
1,1
1,1
1,0.3538
1,1
1,0.6627
1,0.6516
1,0.6733
1,0.6812
1,NA
1,NA
1,0.6283
1,0.6422
0.6623,0
1,0.6648
1,1
1,1
0.6872,0
1,1
1,1
1,1
1,0.6679
0.6849,0
0.6452,NA
1,0.6673
1,1
1,1
1,0.6315
1,0.6834
1,NA
0.6543,0.6543
1,1
1,NA
1,NA
0.6372,0.6372
1,1
0.6591,0
1,NA
1,0.6459
0.6336,0.6336
1,NA
1,0.6775
1,0.3521
1,1
1,1
0.6372,0.3293
1,1
1,0.6955
1,0.6649
1,1
1,NA
1,1
1,1
1,1
0.6672,0.3498
0.6702,0
1,NA
1,1
1,1
1,0.6697
1,1
1,1
1,1
1,1
1,1
1,1
1,0.6355
0.6577,0
1,1
1,0.6687
0.6877,0
1,0.6611
1,NA
0.6564,0
1,1
0.6664,0
1,0.6678
1,0.3485
1,0.659
0.6752,0.3392
0.6546,0.6546
1,1
1,NA
1,NA
1,1
1,1
1,0.3641
0.6536,0.6536
1,0.6694
0.6864,0.3523
1,1
1,0.6801
1,0.6605
1,1
1,1
1,0.6999
1,1
1,NA
1,1
1,1
1,0.6521
1,1
0.6667,NA
1,NA
1,1
1,1
1,0.6518
0.6914,0.3646
1,1
1,0.6708
1,0.3483
1,1
1,1
1,1
1,1
1,0.6134
1,NA
1,1
1,1
1,1
1,1
1,1
1,NA
1,0.6749
1,0.6639
1,0.6787
1,0.6575
1,1
0.6755,0
1,1
1,NA
1,1
1,0.6796
1,1
0.6516,0.6516
1,0.6707
1,0.3548
1,1
1,1
1,NA
1,1
1,1
1,1
1,1
1,1
0.6764,0.3722
1,1
1,0.3428
1,1
1,1
1,1
1,1
1,1
1,0.6953
1,1
1,1
1,0.3655
1,1
1,1
1,0.6981
1,NA
1,1
1,0.359
1,1
1,1
1,0.6551
1,0.6804
0.6696,0
1,1
1,1
1,0.7
1,0.6464
0.6667,0.6667
1,1
1,1
1,NA
0.6529,0
1,0.6416
0.6726,NA
1,0.6381
1,1
0.6977,0
1,1
0.6424,0
1,0.3637
0.6162,NA
0.6688,0.3537
1,NA
1,1
0.708,0.708
1,NA
1,1
1,0.6866
1,NA
0.6629,0.6629
1,NA
1,1
0.6641,0.6641
1,NA
0.6437,0.3462
1,0.6551
0.681,0
1,0.3672
1,1
1,1
0.6497,0.3433
1,1
1,NA
0.65,0.3301
1,1
1,1
1,0.6341
0.6462,NA
1,0.7219
0.6594,0
1,0.6923
0.7134,0.7134
1,0.6625
1,NA
0.6301,0.6301
1,1
1,1
1,1
1,NA
1,NA
0.6825,0.3509
0.6707,0
0.6463,0
1,NA
1,0.6589
1,1
1,0.6952
1,1
1,1
1,1
0.6579,0.6579
1,NA
1,0.6753
1,0.6795
1,0.6965
1,1
1,0.6684
1,NA
1,NA
1,0.6646
1,0.681
1,1
1,NA
0.3455,0
1,0.3745
1,NA
1,1
1,0.6287
1,0.6636
1,NA
0.6826,0
1,1
0.7014,NA
0.6708,0
0.6916,NA
0.7125,NA
0.6727,NA
1,NA
1,1
1,0.7023
0.6719,0
1,0.6409
1,0.6574
1,0.3471
1,0.7156
1,0.6407
1,1
0.6799,0
0.68,0.68
1,1
0.6688,0.6688
1,1
1,1
0.6748,0.3521
0.6642,0
1,0.3406
1,1
1,NA
1,1
0.671,0
1,0.7059
1,0.6852
1,1
1,0.3539
1,NA
0.6735,0
0.6405,0.3306
1,0.6531
1,1
1,NA
1,1
0.6945,0.6945
0.6556,0.6556
0.6488,0.6488
1,1
0.6169,0.6169
1,1
1,0.6322
1,0.6955
0.7023,NA
1,1
1,NA
1,1
1,0.7168
1,1
0.6533,0.6533
1,0.3861
0.6687,0
0.7007,NA
1,NA
1,0.351
1,1
1,1
1,0.3663
1,1
1,1
1,1
0.6579,0.3421
0.6765,0.6765
1,0.6858
1,1
1,0.3488
1,1
1,0.6719
1,NA
1,0.3521
1,1
1,0.6636
1,0.692
1,1
0.6784,0
1,1
0.6945,NA
1,1
1,NA
1,0.3765
1,NA
1,0.3726
1,1
1,0.3615
1,0.6637
1,0.7078
1,NA
1,0.671
1,1
1,0.6916
1,1
0.6666,0.3355
1,1
0.6649,0.6649
0.7007,0.7007
1,1
1,0.698
1,0.6596
0.7059,0.3824
1,0.6892
1,0.6783
1,0.3476
1,1
1,0.7014
1,0.7031
1,1
1,0.3627
1,1
0.6705,0.6705
1,1
0.6111,0.3259
1,0.6604
1,1
1,1
1,0.3593
1,1
0.6337,0.6337
1,0.659
1,0.6819
1,1
1,0.6619
1,0.6776
1,1
1,0.6769
1,NA
1,1
0.3702,0.3702
1,1
1,1
1,1
1,0.6661
1,NA
1,0.6838
1,1
1,1
1,0.6469
1,0.6668
1,1
1,NA
1,1
1,NA
1,0.3403
0.6983,0
0.6826,0.3651
0.6638,0.3542
1,1
1,0.6909
1,NA
1,1
1,0.6528
1,0.6174
1,1
0.638,0
1,NA
0.6438,0.6438
1,1
1,1
1,0.6858
1,NA
1,NA
1,0.6637
1,NA
1,1
1,0.6668
0.6298,0
1,0.6659
1,NA
1,NA
0.6741,0.6741
1,NA
1,1
0.6833,0
1,1
0.6432,0
0.6503,NA
0.6549,0.3336
1,0.363
0.6789,NA
0.6274,0
0.6163,0.6163
1,1
1,0.6583
1,1
0.6522,0.3376
1,NA
1,0.3586
1,0.663
1,0.3731
1,1
0.6825,0
0.6753,0.6753
1,1
1,0.7282
0.3429,0
1,0.6554
1,1
0.6799,0
1,NA
1,0.3768
1,1
1,1
1,0.692
1,0.6741
1,NA
1,1
0.6492,0.3632
0.6529,0
0.6629,0
1,1
1,0.6257
1,0.671
1,0.3395
1,0.3734
1,NA
1,0.3487
1,0.6998
0.354,0
1,NA
0.6414,NA
1,1
1,0.6684
1,NA
0.6689,0.3612
1,1
1,0.6669
1,1
1,0.6655
1,0.671
1,NA
1,0.6526
1,0.6298
1,NA
0.6629,0.3714
1,1
1,0.6959
1,1
1,0.6669
1,1
0.688,0.3686
1,1
0.6991,0.6991
1,0.361
0.6726,0.6726
0.6963,0
1,1
1,1
1,1
1,0.6433
0.6999,0
1,1
1,1
1,0.3415
1,1
1,0.6588
1,0.6698
1,1
1,1
0.6888,0.6888
1,NA
0.6762,0.3685
1,0.6839
1,0.6941
0.6873,0
1,1
1,0.6496
1,0.6596
1,NA
1,0.6753
1,0.6625
1,NA
1,0.341
0.3707,0
1,NA
0.6594,0.6594
0.3691,0
0.662,NA
1,1
1,1
0.6298,NA
1,0.6907
1,1
0.6387,0
1,1
1,NA
1,1
0.6598,0
1,0.6488
1,NA
1,0.6793
1,NA
1,0.6575
1,NA
0.6987,0.3504
1,0.6428
0.6458,0
0.6554,0
0.6282,0.3292
1,0.6749
1,1
1,1
1,NA
0.6818,0.6818
1,0.6792
1,0.6782
1,0.6946
0.6848,0.3717
1,1
1,NA
1,0.3602
0.6717,0
1,1
1,1
1,0.6613
0.6701,0.3849
1,0.6579
1,1
1,0.6987
1,NA
1,0.3601
1,0.3706
1,1
0.6732,0.3791
1,1
0.6553,0
1,0.633
0.6896,0.6896
1,0.3849
1,0.7282
1,1
0.6541,NA
1,NA
1,0.6278
1,0.6579
1,1
1,1
1,0.6524
1,1
1,1
1,0.6404
1,1
1,1
1,1
1,0.6677
0.6275,0.3166
1,0.664
1,1
1,1
0.6667,0.6667
0.6917,0.3834
1,1
1,0.6678
1,1
1,0.6833
1,1
1,0.3605
1,0.3576
1,0.3812
1,1
1,0.3726
1,0.6775
1,NA
1,0.6593
1,0.642
1,NA
1,0.6658
1,1
1,1
1,0.6318
1,1
1,1
0.6315,0
1,0.3622
1,1
0.6791,0
0.6751,0.3611
1,0.6486
1,0.6759
0.6693,0
1,1
0.6395,0
1,0.3699
1,0.6654
1,0.3413
1,1
1,0.6596
1,0.3627
0.6368,0
1,1
1,1
0.6896,0
1,NA
1,1
1,NA
1,NA
1,NA
0.6604,0
1,0.3363
1,1
0.6367,0.3542
1,0.6542
1,0.6375
1,1
1,0.6543
1,0.69
1,1
1,0.628
1,0.6726
1,1
1,0.6762
1,0.3627
1,0.6659
0.669,0.669
0.6708,0.6708
0.6451,0.3618
1,0.6568
1,1
1,1
1,1
1,1
1,1
1,0.6418
1,0.6659
1,0.3503
1,1
0.6258,0.6258
1,0.3363
1,NA
1,1
1,0.689
1,1
1,0.3543
1,0.6877
1,NA
1,NA
1,1
1,1
1,NA
1,NA
1,0.6509
1,0.701
1,0.6217
1,NA
1,0.6762
1,0.6715
0.6575,0.3525
1,0.6548
0.6551,0
1,1
1,0.6925
1,0.6575
0.6556,0
1,0.6641
1,0.3636
1,0.3436
1,0.7149
0.6579,NA
1,0.3582
0.3642,0
1,0.6626
1,0.6521
1,1
1,1
1,1
1,0.676
1,NA
1,1
1,1
1,1
0.6512,0.6512
1,0.6504
1,1
0.6783,0
1,1
0.6668,0
1,NA
1,1
0.631,0
0.6516,NA
1,0.6646
0.6835,0.6835
1,0.3546
1,NA
1,0.6833
1,1
1,1
1,NA
1,0.6654
1,1
1,NA
1,0.6652
0.655,NA
1,1
1,0.3769
0.3611,0
1,0.6948
1,0.6676
1,1
1,1
1,1
1,1
1,0.3581
1,1
0.661,0.3443
1,0.375
1,NA
1,1
1,1
1,0.3694
1,NA
1,0.6403
1,0.6541
1,0.6431
1,1
1,1
1,NA
1,1
1,1
1,0.6664
1,NA
1,0.6787
1,0.6668
1,NA
1,1
1,0.6672
1,0.6786
0.6385,0.6385
0.6456,0.3477
0.6779,0.6779
1,0.6952
1,1
1,0.6612
1,0.6567
1,NA
1,1
1,0.6664
1,0.6655
1,0.7087
1,1
1,1
0.6681,0.6681
1,0.6707
0.6619,0.6619
1,0.6479
1,0.697
0.662,0
1,0.6681
1,1
1,0.3582
1,0.7188
1,1
1,0.6845
0.6777,0.6777
1,0.6567
1,0.3401
1,1
1,1
0.6851,0
1,0.6673
1,1
1,NA
1,1
1,1
0.6613,0.3373
1,1
1,0.6707
1,0.3647
1,0.6568
1,0.6613
0.6564,0.6564
1,1
1,NA
1,0.6832
1,1
0.6591,0.3324
1,0.7122
1,NA
1,NA
1,0.6482
0.6779,0
1,NA
1,0.6597
1,0.6988
1,0.6398
1,0.6368
1,1
0.6868,0.6868
1,1
1,NA
1,1
1,0.6945
1,0.3576
1,0.6602
1,1
0.6646,0.6646
1,1
0.7107,0.7107
1,1
1,1
1,0.6828
1,NA
1,0.6444
0.7042,0.7042
0.6404,0.3311
1,1
1,0.3576
0.6858,0.3521
1,0.6775
0.6808,0.3449
1,1
1,0.6529
0.3367,0
1,NA
1,0.7091
1,1
1,1
1,0.6713
1,0.6877
1,0.7021
1,0.7033
1,NA
1,0.6526
1,0.3536
1,1
1,0.6817
1,NA
1,0.6604
1,NA
1,0.3474
1,0.3718
1,1
1,0.6702
1,0.692
1,1
0.6582,0.6582
0.7026,0
0.6801,0
1,1
0.6997,0
1,0.6961
1,NA
1,1
1,1
1,1
0.6943,0.6943
1,1
0.6535,0
0.7255,0.3651
1,0.6265
0.6567,0.3467
0.7143,0.7143
0.6557,NA
1,NA
0.6973,0.351
1,0.3419
1,1
1,1
1,0.3488
1,1
1,0.71
1,0.3557
1,NA
1,0.3514
1,0.3664
1,1
1,NA
1,NA
1,0.3555
1,0.6696
1,0.3658
0.6941,0.6941
1,1
1,0.363
1,1
1,1
1,NA
1,0.6741
1,NA
1,NA
1,1
1,1
0.7039,0.3587
1,1
1,1
0.6915,0.3566
1,0.3838
1,1
1,NA
1,1
1,0.3703
0.7038,0.3613
1,0.6598
1,1
1,1
1,0.683
0.6684,0.3419
1,0.3648
0.659,0.659
0.6545,0
1,NA
1,0.7115
1,1
0.6393,0
1,0.3469
1,0.6475
1,0.66
1,0.6863
1,1
0.6593,NA
1,0.7094
1,1
1,1
1,1
0.6711,0.3479
1,1
1,0.5057
1,0.6814
1,0.5561
0.6613,0
1,1
1,0.6188
1,0.6849
1,0.6826
0.705,0.705
1,0.7159
1,0.6766
0.6401,NA
0.3646,0
1,0.6431
1,0.6964
1,1
1,0.6531
1,0.6538
1,0.6589
1,1
1,1
1,0.6626
1,1
1,NA
1,0.6925
1,1
1,0.3606
1,NA
1,NA
1,NA
0.6868,NA
1,0.7282
1,0.3688
1,0.6773
1,NA
1,0.6887
1,1
1,0.671
1,NA
1,0.361
1,0.6599
0.6474,0.6474
1,1
1,0.6424
0.7257,0.3919
0.6426,0.6426
1,0.6618
0.6917,0
1,1
1,0.6282
1,0.3555
0.7241,0
1,0.6379
1,0.6733
1,0.3482
1,0.6888
1,1
1,0.6521
1,1
0.6694,0.3451
1,1
1,1
0.6667,0.6667
1,0.6742
1,0.6234
1,0.6684
0.6616,0
1,0.648
1,0.6579
0.6384,0.6384
0.6767,0
1,1
0.6566,0
0.7021,0.7021
1,1
1,0.6275
0.7094,0.7094
0.6541,0.6541
1,1
1,1
1,NA
1,0.3704
0.6521,NA
1,0.7123
1,NA
0.6788,0.6788
0.644,0.644
1,0.6643
1,1
1,NA
1,1
1,0.708
1,0.6788
1,NA
1,0.6333
1,0.7255
1,1
1,1
1,1
1,NA
1,0.6774
1,NA
1,1
1,1
1,0.3358
0.6274,0
1,1
1,NA
1,1
1,1
1,NA
1,1
1,NA
1,1
0.676,0
1,1
0.6684,0.6684
0.3487,0
1,1
1,NA
1,0.6659
0.6771,0
